# Note - Agri-duck 14 sep 12
# Graph Data - 5 Sessions - Saved Friday, September 14, 2012
# Start Of Session - Sample Time: 1.000
# Reset Source (Cause of reset):  Normal Boot-up Sequence, 255
# Idle Times: 
Throttle    , Power-Out   , Voltage     , Ripple      , Current     , Temperature , Speed       
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 88.7        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.149       , 0.0         , 87.9        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 84.1        , 0           
1.1426      , 0.000       , 24.59       , 0.000       , 0.0         , 84.1        , 0           
